,store,sido,gungu,store_address
1253,신평,충남,당진시,충남 당진시 신평면 거산리 13-4번지 1층
1254,읍내(당진),충남,당진시,충남 당진시 읍내동 850
1255,채운,충남,당진시,충남 당진시 읍내동 1541
1256,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2
1257,동대,충남,보령시,충남 보령시 동대동 1766
1258,죽정,충남,보령시,충남 보령시 죽정동 668-14
1259,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5
1260,대산,충남,서산시,충남 서산시 대산읍 산리 129-5
1261,동문,충남,서산시,충남 서산시 동문동 406-2
1262,서산테크노,충남,서산시,충남 서산시 오사리 1666
1263,석림,충남,서산시,충남 서산시 예천동 1287-5
1264,읍내(서산),충남,서산시,충남 서산시 읍내동 759-13
1265,서천,충남,서천군,충남 서천군 군사리 718-11
1266,권곡,충남,아산시,충남 아산시 권곡동 549-26
1267,배미,충남,아산시,충남 아산시 배미동 239-17
1268,배방1호,충남,아산시,충남 아산시 배방읍 공수리 1639
1269,아산테크노,충남,아산시,충남 아산시 둔포면 석곡리 1704
1270,온천,충남,아산시,충남 아산시 온천동 1310
1271,용화,충남,아산시,충남 아산시 용화동 714
1272,장재,충남,아산시,충남 아산시 배방읍 장재리 1531
1273,탕정지중해,충남,아산시,충남 아산시 명암리 943-1
1274,예산,충남,예산군,충남 예산군 예산읍 산성리 709-4
1275,목천,충남,천안시,충남 천안시 동남구 목천읍 신계리 134-18
1276,봉명다가,충남,천안시,충남 천안시 동남구 다가동 373-6
1277,신방1호,충남,천안시,충남 천안시 동남구 신방동 785-32
1278,신방통정,충남,천안시,충남 천안시 동남구 신방동 1538
1279,신부1호,충남,천안시,충남 천안시 동남구 신부동 728
1280,원성,충남,천안시,충남 천안시 동남구 원성2동 518-4
1281,청수,충남,천안시,충남 천안시 동남구 청당동 513
1282,두정,충남,천안시,충남 천안시 서북구 성정2동 1211
1283,백석(천안),충남,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호
1284,불당,충남,천안시,충남 천안시 서북구 불당동 1630
1285,성거,충남,천안시,충남 천안시 서북구 성거읍 저리 65-1
1286,성성,충남,천안시,충남 천안시 서북구 성성동 656
1287,성정,충남,천안시,충남 천안시 서북구 성정동 149-4
1288,성환1호,충남,천안시,충남 천안시 서북구 성환읍 매주리 325-5 외 1
1289,직산1호,충남,천안시,충남 천안시 서북구 직산읍 삼은리 365
1290,차암,충남,천안시,충남 천안시 서북구 차암동 514
1291,청양,충남,청양군,충남 청양군 청양읍 읍내리 284-32
1292,태안,충남,태안군,충남 태안군 태안읍 동문리 319-7
1293,내포1호,충남,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호
1294,오관,충남,홍성군,충남 홍성군 홍성읍 대교리 577
1295,고창,전북,고창군,전북 고창군 고창읍 교촌리 483
1296,구암조촌,전북,군산시,전북 군산시 조촌동 2-21
1297,군산대,전북,군산시,전북 군산시 미룡동 867-2
1298,김제,전북,김제시,전북 김제시 신풍동 594-4번지
1299,나운1호,전북,군산시,전북 군산시 나운동 834-7
1300,남원,전북,남원시,전북 남원시 도통동 387-12
1301,동산,전북,익산시,전북 익산시 마동 344-5
1302,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6
1303,만성,전북,전주시,전북 전주시 덕진구 만성동 1365-6
1304,모현,전북,익산시,전북 익산시 모현동1가 857
1305,무주,전북,무주군,전북 무주군 무주읍 읍내리 962
1306,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4
1307,미원,전북,군산시,전북 군산시 대명동 384-10
1308,미장수송,전북,군산시,전북 군산시 수송동 841-5
1309,변산격포,전북,부안군,전북 부안군 변산면 격포리 260-159
1310,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 905-7
1311,부송,전북,익산시,전북 익산시 부송동 710-5
1312,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1
1313,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8
1314,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621
1315,고창,전북,고창군,전북 고창군 고창읍 교촌리 483
1316,구암조촌,전북,군산시,전북 군산시 조촌동 2-21
1317,군산대,전북,군산시,전북 군산시 미룡동 867-2
1318,나운1호,전북,군산시,전북 군산시 나운동 834-7
1319,미원,전북,군산시,전북 군산시 대명동 384-10
1320,미장수송,전북,군산시,전북 군산시 수송동 841-5
1321,소룡산북,전북,군산시,전북 군산시 소룡동 1545-5번지
1322,지곡,전북,군산시,전북 군산시 지곡동 495-1
1323,김제,전북,김제시,전북 김제시 신풍동 594-4번지
1324,남원,전북,남원시,전북 남원시 도통동 387-12
1325,무주,전북,무주군,전북 무주군 무주읍 읍내리 962
1326,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4
1327,변산격포,전북,부안군,전북 부안군 변산면 격포리 260-159
1328,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1
1329,순창,전북,순창군,전북 순창군 순창읍 순화리 282-6
1330,봉동,전북,완주군,전북 완주군 봉동읍 둔산리 905-7
1331,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8
1332,혁신(전북),전북,완주군,전북 완주군 이서면 갈산리 664-10
1333,동산,전북,익산시,전북 익산시 마동 344-5
1334,모현,전북,익산시,전북 익산시 모현동1가 857
1335,부송,전북,익산시,전북 익산시 부송동 710-5
1336,영등1호,전북,익산시,전북 익산시 영등동 765-4
1337,영등2호,전북,익산시,전북 익산시 영등동 843-5
1338,원광대,전북,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호"
1339,함열,전북,익산시,전북 익산시 함열읍 와리 610-3
1340,임실,전북,임실군,전북 임실군 임실읍 이도리 294
1341,장수,전북,장수군,전북 장수군 장수읍 장수리 443-40
1342,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6
1343,만성,전북,전주시,전북 전주시 덕진구 만성동 1365-6
1344,솔내,전북,전주시,전북 전주시 덕진구 송천동1가 405-1
1345,송천,전북,전주시,전북 전주시 덕진구 송천동2가 179-116
1346,아중,전북,전주시,전북 전주시 덕진구 인후동1가 834-4
1347,에코시티,전북,전주시,전북 전주시 덕진구 송천동2가 1298
1348,전북대,전북,전주시,전북 전주시 덕진구 덕진동1가 1314-201
1349,하가덕진,전북,전주시,전북 전주시 덕진구 덕진동2가 670-1
1350,호성,전북,전주시,전북 전주시 덕진구 호성동1가 757-26
1351,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621
1352,서곡효자,전북,전주시,전북 전주시 완산구 효자동3가 1609-16
1353,서신,전북,전주시,전북 전주시 완산구 서신동 938-5
1354,신시가지,전북,전주시,전북 전주시 완산구 효자동2가 1327-1
1355,안행,전북,전주시,전북 전주시 완산구 효자동1가 202-1
1356,중앙(전주),전북,전주시,전북 전주시 완산구 고사동 470-3
1357,중화산,전북,전주시,전북 전주시 완산구 중화산동2가 777-6
1358,평화1호,전북,전주시,전북 전주시 완산구 평화동2가 226
1359,효자(전주),전북,전주시,전북 전주시 완산구 효자동1가 652
1360,효천,전북,전주시,전북 전주시 완산구 삼천동2가 759-1
1361,상동,전북,정읍시,전북 정읍시 시기동 170-4
1362,수성(정읍),전북,정읍시,전북 정읍시 수성동 954-13
1363,진안,전북,진안군,전북 진안군 진안읍 군상리 286-1
1364,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4
1365,고흥,전남,고흥군,전남 고흥군 고흥읍 남계리 439-3
1366,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3
1367,광양읍2호,전남,광양시,전남 광양시 광양읍 용강리 857-5번지
1368,구례,전남,구례군,전남 구례군 구례읍 봉남리 11-9
1369,국동,전남,여수시,전남 여수시 신월동 96-1
1370,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호
1371,나주,전남,나주시,전남 나주시 대호동 1040-7
1372,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5
1373,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호"
1374,남평,전남,나주시,전남 나주시 남평읍 동사리 359-3
1375,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7
1376,덕충,전남,여수시,전남 여수시 덕충동 2041
1377,돌산,전남,여수시,전남 여수시 돌산읍 우두리 1095-9
1378,둔덕,전남,여수시,전남 여수시 둔덕동 434-7
1379,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45
1380,문수,전남,여수시,전남 여수시 문수동 124
1381,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19
1382,비파,전남,목포시,전남 목포시 상동 851
1383,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3
1384,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4
1385,고흥,전남,고흥군,전남 고흥군 고흥읍 남계리 439-3
1386,광양읍1호,전남,광양시,전남 광양시 광양읍 칠성리 947-3
1387,광양읍2호,전남,광양시,전남 광양시 광양읍 용강리 857-5번지
1388,중마1호,전남,광양시,전남 광양시 마동 1037-4
1389,중마2호,전남,광양시,전남 광양시 중동 1654-3
1390,구례,전남,구례군,전남 구례군 구례읍 봉남리 11-9
1391,나주,전남,나주시,전남 나주시 대호동 1040-7
1392,남평,전남,나주시,전남 나주시 남평읍 동사리 359-3
1393,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3
1394,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7
1395,비파,전남,목포시,전남 목포시 상동 851
1396,삼학,전남,목포시,전남 목포시 산정동 1284
1397,상동석현,전남,목포시,전남 목포시 석현동 1173-2
1398,옥암,전남,목포시,전남 목포시 옥암동 1248-2
1399,용해,전남,목포시,전남 목포시 연산동 1930-4
1400,원산,전남,목포시,전남 목포시 산정동 1713-11
1401,하당,전남,목포시,전남 목포시 상동 1116-8번지
1402,남악,전남,무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호"
1403,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45
1404,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19
1405,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호
1406,남부(순천),전남,순천시,전남 순천시 풍덕동 1265-5
1407,순천대점,전남,순천시,전남 순천시 석현동 80-5
1408,신대,전남,순천시,전남 순천시 해룡면 신대리 1977-8
1409,연향,전남,순천시,전남 순천시 연향동 1351-1
1410,용당서면,전남,순천시,전남 순천시 용당동 348-9
1411,조례,전남,순천시,전남 순천시 조례1동 1687-16
1412,팔마,전남,순천시,전남 순천시 연향동 1681-3   1층
1413,국동,전남,여수시,전남 여수시 신월동 96-1
1414,덕충,전남,여수시,전남 여수시 덕충동 2041
1415,돌산,전남,여수시,전남 여수시 돌산읍 우두리 1095-9
1416,둔덕,전남,여수시,전남 여수시 둔덕동 434-7
1417,문수,전남,여수시,전남 여수시 문수동 124
1418,신기,전남,여수시,전남 여수시 신기동 117-7
1419,안산,전남,여수시,전남 여수시 안산동 438-7
1420,여서,전남,여수시,전남 여수시 여서동 227-2
1421,웅천,전남,여수시,전남 여수시 웅천동 1694-1 104호
1422,죽림무선,전남,여수시,전남 여수시 소라면 죽림리 1226-3
1423,영광,전남,영광군,전남 영광군 영광읍 신하리 819-8
1424,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481
1425,완도,전남,완도군,전남 완도군 완도읍 군내리 1237-14
1426,장흥,전남,장흥군,전남 장흥군 장흥읍 건산리 736-10
1427,진도,전남,진도군,전남 진도군 진도읍 남동리 779-20
1428,함평,전남,함평군,전남 함평군 함평읍 기각리 1000-8
1429,해남,전남,해남군,전남 해남군 해남읍 구교리 304-3
1430,화순,전남,화순군,전남 화순군 화순읍 일심리 755
1431,가흥,경북,영주시,경북 영주시 가흥동 1881
1432,경북도청,경북,예천군,경북 예천군 호명면 산합리 1408
1433,경산,경북,경산시,경북 경산시 옥산동 758-10(1층)
1434,경산오거리,경북,경산시,경북 경산시 중방동 880-1
1435,계양사동,경북,경산시,경북 경산시 사동 48
1436,고령,경북,고령군,경북 고령군 대가야읍 지산리 3-11
1437,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10
1438,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1
1439,금곡(안동),경북,안동시,경북 안동시 당북동 311-8
1440,김천,경북,김천시,경북 김천시 신음동 1301-4
1441,김천부곡,경북,김천시,경북 김천시 부곡동 426-1
1442,김천혁신,경북,김천시,경북 김천시 율곡동 364
1443,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13
1444,다산,경북,고령군,경북 고령군 다산면 상곡리 162-21
1445,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4
1446,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3
1447,도량,경북,구미시,경북 구미시 도량동 262-1
1448,동천(경주),경북,경주시,경북 경주시 동천동 987-44
1449,문성,경북,구미시,경북 구미시 고아읍 문성리 1850
1450,봉곡,경북,구미시,경북 구미시 봉곡동 302-4
1451,경산,경북,경산시,경북 경산시 옥산동 758-10(1층)
1452,경산오거리,경북,경산시,경북 경산시 중방동 880-1
1453,계양사동,경북,경산시,경북 경산시 사동 48
1454,영대,경북,경산시,경북 경산시 압량면 신대리 497
1455,진량,경북,경산시,경북 경산시 진량읍 봉회리 81-3
1456,하양,경북,경산시,경북 경산시 하양읍 금락리 130-18
1457,동천(경주),경북,경주시,경북 경주시 동천동 987-44
1458,성건중앙,경북,경주시,경북 경주시 성건동 625-13
1459,안강,경북,경주시,경북 경주시 안강읍 산대리 2400-2
1460,외동(경주),경북,경주시,경북 경주시 입실리 1344-46
1461,용강(경주),경북,경주시,경북 경주시 용강동 1619
1462,충효,경북,경주시,경북 경주시 충효동 3002-1
1463,황성,경북,경주시,경북 경주시 황성동 893-3
1464,고령,경북,고령군,경북 고령군 대가야읍 지산리 3-11
1465,다산,경북,고령군,경북 고령군 다산면 상곡리 162-21
1466,도량,경북,구미시,경북 구미시 도량동 262-1
1467,문성,경북,구미시,경북 구미시 고아읍 문성리 1850
1468,봉곡,경북,구미시,경북 구미시 봉곡동 302-4
1469,산동,경북,구미시,경북 구미시 산동면 신당리 1437
1470,상모,경북,구미시,경북 구미시 상모동 42-7
1471,선산,경북,구미시,경북 구미시 선산읍 동부리 416
1472,송정(구미),경북,구미시,경북 구미시 송정동 38-5 우방타운 206동2호
1473,신평공단,경북,구미시,경북 구미시 신평동 95-4
1474,옥계,경북,구미시,경북 구미시 옥계동 843-1
1475,원평,경북,구미시,경북 구미시 원평동 84-5
1476,원호,경북,구미시,경북 구미시 고아읍 원호리 442-2
1477,인동,경북,구미시,경북 구미시 인의동 341-2
1478,진평,경북,구미시,경북 구미시 진평동 29-5
1479,형곡,경북,구미시,경북 구미시 형곡동 152-4
1480,김천,경북,김천시,경북 김천시 신음동 1301-4
1481,김천부곡,경북,김천시,경북 김천시 부곡동 426-1
1482,김천혁신,경북,김천시,경북 김천시 율곡동 364
1483,점촌,경북,문경시,경북 문경시 모전동 866
1484,봉화,경북,봉화군,경북 봉화군 봉화읍 내성리 222-1
1485,상주,경북,상주시,경북 상주시 무양동 213-3
1486,성주,경북,성주군,경북 성주군 성주읍 성산리 2102-4
1487,금곡(안동),경북,안동시,경북 안동시 당북동 311-8
1488,송현오거리,경북,안동시,경북 안동시 송현동 260-5
1489,옥동(안동),경북,안동시,경북 안동시 옥동 786-15
1490,용상,경북,안동시,경북 안동시 용상동 1179-188
1491,영덕,경북,영덕군,경북 영덕군 영덕읍 덕곡리 162-1
1492,가흥,경북,영주시,경북 영주시 가흥동 1881
1493,영주,경북,영주시,경북 영주시 휴천동 642-362
1494,중앙(영주),경북,영주시,경북 영주시 영주2동 536-15
1495,풍기,경북,영주시,경북 영주시 풍기읍 성내리 2-4
1496,영천1호,경북,영천시,경북 영천시 망정동 208-21
1497,완산문외,경북,영천시,경북 영천시 문외동 258-6
1498,경북도청,경북,예천군,경북 예천군 호명면 산합리 1408
1499,북면,경북,울진군,경북 울진군 북면 부구리 159-27
1500,울진,경북,울진군,경북 울진군 울진읍 읍내리 576-1
1501,의성,경북,의성군,경북 의성군 의성읍 후죽리 470-6
1502,청도,경북,청도군,경북 청도군 청도읍 고수리 503
1503,석적,경북,칠곡군,경북 칠곡군 석적읍 중리 203-5
1504,오태북삼,경북,칠곡군,경북 칠곡군 북삼읍 인평리 246-3
1505,왜관,경북,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19
1506,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1
1507,남부(포항),경북,포항시,경북 포항시 남구 대도동 124-13
1508,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4
1509,도구청림,경북,포항시,경북 포항시 남구 동해면 도구리 694-3
1510,송도,경북,포항시,경북 포항시 남구 해도동 25-28
1511,양학대이,경북,포항시,경북 포항시 남구 이동 652-4
1512,연일,경북,포항시,경북 포항시 남구 생지리 157-9
1513,오천,경북,포항시,경북 포항시 남구 오천읍 원리 913-2
1514,효곡,경북,포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호
1515,교촌Togo화진,경북,포항시,경북 포항시 북구 송라면 지경리 337-10
1516,양덕(포항),경북,포항시,경북 포항시 북구 양덕동 1574
1517,용흥,경북,포항시,경북 포항시 북구 용흥동 63-9
1518,우현,경북,포항시,경북 포항시 북구 우현동 산15-6
1519,장성,경북,포항시,경북 포항시 북구 장성동 1355-4
1520,죽도,경북,포항시,경북 포항시 북구 대흥동 592-2
1521,환호장량,경북,포항시,경북 포항시 북구 장성동 1378-3
1522,흥해,경북,포항시,경북 포항시 북구 흥해읍 옥성리 403-7
1523,가호,경남,진주시,경남 진주시 호탄동 611-3
1524,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4
1525,거창1호,경남,거창군,경남 거창군 거창읍 상림리 855
1526,경화,경남,창원시,경남 창원시 진해시 경화동 1199-2
1527,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88
1528,고현상동,경남,거제시,경남 거제시 고현동 406-18
1529,구산,경남,김해시,경남 김해시 구산동 275-8
1530,금산(진주),경남,진주시,경남 진주시 중천리 192-3
1531,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자)
1532,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
1533,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7
1534,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11
1535,내동,경남,김해시,경남 김해시 내동 138-1
1536,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14
1537,내일동,경남,밀양시,경남 밀양시 내이동 1566-6
1538,대방,경남,창원시,경남 창원시 성산구 성주동 100
1539,대원,경남,창원시,경남 창원시 이창구 대원동 96-1
1540,대청,경남,김해시,경남 김해시 대청동 61-1
1541,덕계,경남,양산시,경남 양산시 덕계동 750
1542,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9
1543,고현상동,경남,거제시,경남 거제시 고현동 406-18
1544,상문,경남,거제시,경남 거제시 상동동 913-2
1545,수양,경남,거제시,경남 거제시 수월동 1120-14
1546,아주,경남,거제시,경남 거제시 아주동 1178-2
1547,옥포(거제),경남,거제시,경남 거제시 옥포동 160-1
1548,장승포,경남,거제시,경남 거제시 장승포동 697-2
1549,장평,경남,거제시,경남 거제시 장평동 274
1550,중곡,경남,거제시,경남 거제시 고현동 997
1551,지세포,경남,거제시,경남 거제시 일운면 지세포리 1009-7
1552,거창1호,경남,거창군,경남 거창군 거창읍 상림리 855
1553,고성(경남),경남,고성군,경남 고성군 고성읍 송학리 244-88
1554,구산,경남,김해시,경남 김해시 구산동 275-8
1555,내동,경남,김해시,경남 김해시 내동 138-1
1556,대청,경남,김해시,경남 김해시 대청동 61-1
1557,부원봉황,경남,김해시,경남 김해시 부원동 607-3
1558,삼계1호,경남,김해시,경남 김해시 삼계동 1479-4
1559,삼계2호,경남,김해시,경남 김해시 삼계동 1415-5
1560,삼방,경남,김해시,경남 김해시 삼방동 171-12
1561,삼정,경남,김해시,경남 김해시 삼정동 590-1
1562,어방,경남,김해시,경남 김해시 어방동 523-2
1563,외동(김해),경남,김해시,경남 김해시 외동 1187-12
1564,율하(김해),경남,김해시,경남 김해시 관동동 1106-5
1565,율하2지구,경남,김해시,경남 김해시 장유동 834-8
1566,장유1호,경남,김해시,경남 김해시 무계동 149-18
1567,주촌,경남,김해시,경남 김해시 주촌면 천곡리 1381-14
1568,지내안동,경남,김해시,경남 김해시 지내동 67-1
1569,진영,경남,김해시,경남 김해시 진영읍 진영리 1629-2
1570,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11
1571,내일동,경남,밀양시,경남 밀양시 내이동 1566-6
1572,삼문상남,경남,밀양시,경남 밀양시 삼문동 717-11
1573,동금,경남,사천시,경남 사천시 동금동 58-4
1574,벌용,경남,사천시,경남 사천시 벌리동 255-9
1575,사남,경남,사천시,경남 사천시 사남면 월성리 64-3
1576,사천,경남,사천시,경남 사천시 사천읍 수석리 293-23
1577,산청,경남,산청군,경남 산청군 산청읍 옥산리 249
1578,원지,경남,산청군,경남 산청군 신안면 하정리 783-5
1579,덕계,경남,양산시,경남 양산시 덕계동 750
1580,물금,경남,양산시,경남 양산시 물금읍 범어리 2682-10
1581,삼성,경남,양산시,경남 양산시 북정동 885-12
1582,상북,경남,양산시,경남 양산시 상북면 석계리 242-1
1583,서창1호,경남,양산시,경남 양산시 삼호동 707-2
1584,석산,경남,양산시,경남 양산시 동면 금산리 1422-14
1585,중앙(양산),경남,양산시,경남 양산시 중부동 684-6
1586,증산(양산),경남,양산시,경남 양산시 물금읍 가촌리 1269-3
1587,통도사,경남,양산시,경남 양산시 하북면 순지리 814-5
1588,평산,경남,양산시,경남 양산시 평산동 105-4
1589,의령,경남,의령군,경남 의령군 의령읍 서동리 497-9
1590,가호,경남,진주시,경남 진주시 호탄동 611-3
1591,금산(진주),경남,진주시,경남 진주시 중천리 192-3
1592,상대,경남,진주시,경남 진주시 상대동 238-3
1593,상봉중앙,경남,진주시,경남 진주시 중안동 2-11
1594,상평,경남,진주시,경남 진주시 상평동 198-43
1595,신안평거,경남,진주시,경남 진주시 신안동 439-7
1596,이현인사,경남,진주시,경남 진주시 인사동 145-5
1597,정촌,경남,진주시,경남 진주시 정촌면 예하리 1300-14
1598,초장,경남,진주시,경남 진주시 초전동 1704-7
1599,칠암망경,경남,진주시,경남 진주시 칠암동 491-47
1600,판문평거,경남,진주시,경남 진주시 평거동 344-6
1601,하대초전,경남,진주시,경남 진주시 하대동 306-38
1602,혁신(경남 진주),경남,진주시,경남 진주시 진주시 충무공동 282-3
1603,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7
1604,창녕,경남,창녕군,경남 창녕군 창녕읍 송현리 238-1
1605,마산현동,경남,창원시,경남 창원시 마산합포구 현동 374
1606,문화중앙,경남,창원시,경남 창원시 마산합포구 중앙동1가 1-4
1607,월영,경남,창원시,경남 창원시 마산합포구 해운동 42-11
1608,자산교방,경남,창원시,경남 창원시 마산합포구 자산동 301-19
1609,진동,경남,창원시,경남 창원시 마산합포구 진동면 진동리 436
1610,창동산호,경남,창원시,경남 창원시 마산합포구 산호동 338-35
1611,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14
1612,석전회성,경남,창원시,경남 창원시 마산회원구 석전동 264-56
1613,양덕(창원),경남,창원시,경남 창원시 마산회원구 양덕동 61-61
1614,합성,경남,창원시,경남 창원시 마산회원구 합성동 263-36
1615,호계,경남,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45
1616,회원,경남,창원시,경남 창원시 마산회원구 회원2동 669-4
1617,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
1618,대방,경남,창원시,경남 창원시 성산구 성주동 100
1619,반송(창원),경남,창원시,경남 창원시 성산구 반지동 74-3
1620,사파,경남,창원시,경남 창원시 성산구 사파동 113-16
1621,상남,경남,창원시,경남 창원시 성산구 상남동 34-9
1622,성주안민,경남,창원시,경남 창원시 성산구 성주동 125
1623,중앙(창원 성산),경남,창원시,경남 창원시 성산구 중앙동 100-1
1624,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4
1625,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9
1626,동읍,경남,창원시,경남 창원시 의창구 동읍 용잠리 371-2
1627,무동,경남,창원시,경남 창원시 의창구 북면 무동리 145-7
1628,봉곡사림,경남,창원시,경남 창원시 의창구 봉곡동 116-4
1629,용지호수,경남,창원시,경남 창원시 의창구 용호동 73-50
1630,중동유니시티,경남,창원시,경남 창원시 의창구 서상동 666-6
1631,팔용,경남,창원시,경남 창원시 의창구 팔용동 170-9
1632,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자)
1633,석동덕산,경남,창원시,경남 창원시 진해구 석동 139-6
1634,웅동용원,경남,창원시,경남 창원시 진해구 용원동 1212-11
1635,자은냉천,경남,창원시,경남 창원시 진해구 자은동 135-1 (자은빌딩 103호)
1636,중앙(진해),경남,창원시,경남 창원시 진해구 여좌동 925-40
1637,진해신항,경남,창원시,경남 창원시 진해구 용원동 1340
1638,태평,경남,창원시,경남 창원시 진해구 수송동 12-14
1639,풍호,경남,창원시,경남 창원시 진해구 풍호동 305-17
1640,미수봉평,경남,통영시,경남 통영시 미수동 22-1번지 운하상가 115호
1641,북신무전,경남,통영시,경남 통영시 무전동 1033-2
1642,죽림,경남,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호
1643,하동,경남,하동군,경남 하동군 하동읍 읍내리 238
1644,칠원,경남,함안군,경남 함안군 칠원읍 구성리 650-4
1645,함안,경남,함안군,경남 함안군 가야읍 말산리 58-27
1646,함양,경남,함양군,경남 함양군 함양읍 용평리 773-1
1647,합천,경남,합천군,경남 합천군 합천읍 합천리 320-3
1648,건입,제주,제주시,제주 제주시 일도2동 160-9
1649,노형,제주,제주시,제주 제주시 노형동 1055-1
1650,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
1651,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4
1652,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2
1653,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6
1654,서귀포남원,제주,서귀포시,제주 서귀포시 남원읍 남원리 50
1655,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3
1656,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10
1657,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1
1658,세화,제주,제주시,제주 제주시 구좌읍 평대리 3349-8
1659,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18
1660,아라,제주,제주시,제주 제주시 아라일동 6080
1661,아라이도,제주,제주시,제주 제주시 이도2동 1970-24
1662,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1
1663,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476
1664,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4
1665,용담삼도,제주,제주시,제주 제주시 용담이동 628-24
1666,일도,제주,제주시,제주 제주시 일도이동 377-22
1667,제주1호,제주,제주시,제주 제주시  연동 272-30
1668,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
1669,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6
1670,서귀포남원,제주,서귀포시,제주 서귀포시 남원읍 남원리 50
1671,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3
1672,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10
1673,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1
1674,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476
1675,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9
