,store,sido,gungu,store_address
1676,표선,제주,서귀포시,제주 서귀포시 표선리 633-3
1677,건입,제주,제주시,제주 제주시 일도2동 160-9
1678,노형,제주,제주시,제주 제주시 노형동 1055-1
1679,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4
1680,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2
1681,세화,제주,제주시,제주 제주시 구좌읍 평대리 3349-8
1682,시청(제주),제주,제주시,제주 제주시 이도이동 1179-18
1683,아라,제주,제주시,제주 제주시 아라일동 6080
1684,아라이도,제주,제주시,제주 제주시 이도2동 1970-24
1685,애월해안도로,제주,제주시,제주 제주시 애월읍 고내리 1145-1
1686,외도하귀,제주,제주시,제주 제주시 하귀1리 162-4
1687,용담삼도,제주,제주시,제주 제주시 용담이동 628-24
1688,일도,제주,제주시,제주 제주시 일도이동 377-22
1689,제주1호,제주,제주시,제주 제주시  연동 272-30
1690,탑동(제주),제주,제주시,제주 제주시 삼도이동 1192-22
1691,한라대,제주,제주시,제주 제주시 노형동 716
1692,한림협재,제주,제주시,제주 제주시 한림읍 한림리 1582-8
1693,함덕,제주,제주시,제주 제주시 조천읍 함덕리 1004-41
